Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
ARMK,"Aramark Holdings Corp",37.64,0.11,+0.29%,37.7,37.83,37.19,696500,12/24/20
ARW,"Arrow Electronics",97.12,0.5,+0.52%,96.79,97.28,95.9,97100,12/24/20
ASB,"Associated Banc-Corp",17.04,-0.04,-0.23%,17.09,17.17,16.78,406600,12/24/20
ASH,"Ashland Global Holdings Inc",79.22,0.68,+0.87%,78.76,79.25,77.05,121700,12/24/20
ATH,"Athene Holding Ltd",42.38,0.09,+0.21%,42.28,42.42,41.63,193700,12/24/20
ATO,"Atmos Energy Corp",92.77,0.74,+0.80%,92.31,92.8,91.57,331700,12/24/20
ATR,Aptargroup,135.7,1.17,+0.87%,135,136.37,134.65,84100,12/24/20
ATUS,"Altice USA Inc Cl A",36.03,-0.09,-0.25%,36.08,36.28,35.92,1472700,12/24/20
ATVI,"Activision Blizzard",90.96,0.75,+0.83%,90.3,91.22,90.28,2269100,12/24/20
AVB,"Avalonbay Communities",157.74,1.02,+0.65%,157.39,158.11,156.1,246000,12/24/20
AVGO,"Broadcom Ltd",431.46,6,+1.41%,428.49,432,427.57,412200,12/24/20
AVLR,"Avalara Inc",180.51,-1.51,-0.83%,181.52,183.79,179.39,197000,12/24/20
AVT,"Avnet Inc",34.47,-0.39,-1.12%,34.8,34.93,34.2,472500,12/24/20
AVTR,"Avantor Inc",27.07,0.16,+0.59%,26.99,27.4,26.93,896100,12/24/20
AVY,"Avery Dennison Corp",153.4,0.69,+0.45%,153.57,153.95,152.2,82100,12/24/20
AWI,"Armstrong World Industries Inc",74.28,-0.28,-0.38%,74.63,74.75,73.32,353100,12/24/20
AWK,"American Water Works",149.14,1.73,+1.17%,147.88,149.14,147.42,253600,12/24/20
AXP,"American Express Company",117.35,0.4,+0.34%,116.93,117.44,115.82,706900,12/24/20
AXS,"Axis Capital Holdings",50.36,-0.26,-0.51%,50.63,50.71,49.65,165000,12/24/20
AXTA,"Axalta Coating Systems Ltd",28.76,0.25,+0.88%,28.54,28.77,28.32,516300,12/24/20
AYI,"Acuity Brands Inc",118.95,0.59,+0.50%,118.11,119.15,116.24,131000,12/24/20
AYX,"Alteryx Inc",128.94,-1.1,-0.85%,130.3,131.16,127.44,557500,12/24/20
AZEK,"The Azek Company Inc Cl A",39.25,0.53,+1.37%,38.67,39.43,38.58,353600,12/24/20
AZO,Autozone,1204.22,11.23,+0.94%,1195.94,1208.01,1187.13,82300,12/24/20
AZPN,"Aspen Technology",130.51,-0.57,-0.43%,131.21,131.94,128.52,152800,12/24/20
BA,"Boeing Company",217.15,-2.54,-1.16%,219.62,219.88,216.05,6398500,12/24/20
BAC,"Bank of America Corp",29.96,-0.09,-0.30%,30.27,30.27,29.74,22632199,12/24/20
BAH,"Booz Allen Hamilton Holding Corp",87.37,-0.12,-0.14%,87.28,87.89,86.71,268700,12/24/20
BAX,"Baxter International Inc",79.59,0.84,+1.07%,78.81,79.61,78.64,743200,12/24/20
BBY,"Best Buy Company",102.55,0.21,+0.21%,102.22,103.44,101.83,996700,12/24/20
BC,"Brunswick Corp",81.49,-0.46,-0.56%,82.27,82.7,81.18,381900,12/24/20
BDN,"Brandywine Realty Trust",11.76,0.01,+0.09%,11.8,11.85,11.56,527800,12/24/20
BDX,"Becton Dickinson and Company",247.99,3.74,+1.53%,244.9,249.25,244.9,439900,12/24/20
BEN,"Franklin Resources",24.8,0.06,+0.24%,24.87,24.89,24.68,969500,12/24/20
BERY,"Berry Global Group",55.66,0.82,+1.50%,55,55.68,54.92,325300,12/24/20
BF.A,"Brown Forman Inc Cl A",73,0.34,+0.47%,72.5,73.28,72.06,25800,12/24/20
BFAM,"Bright Horizons Family Solutions Inc",165.34,0.05,+0.03%,166.38,166.38,164.88,42100,12/24/20
BF.B,"Brown Forman Inc Cl B",78.03,0.45,+0.58%,77.42,78.09,76.71,235800,12/24/20
BG,"Bunge Ltd",64.33,-0.39,-0.60%,64.38,64.6,63.78,239700,12/24/20
BHF,"Brighthouse Financial Inc",35.44,0.01,+0.03%,35.58,35.59,35.08,151400,12/24/20
BIGC,"Bigcommerce Holdings Inc",72.82,0.28,+0.39%,72.91,74.78,71.58,1721600,12/24/20
BIIB,"Biogen Inc",248.89,-2.31,-0.92%,250.27,251.2,247.51,459400,12/24/20
BILL,"Bill.com Holdings Inc",148.39,-1.1,-0.74%,151.05,151.52,147.15,532400,12/24/20
BIO,"Bio-Rad Laboratories",575.07,0.65,+0.11%,575.32,579.22,569.89,40200,12/24/20
BK,"Bank of New York Mellon Corp",41.04,0.06,+0.15%,41.15,41.2,40.62,1254700,12/24/20
BKI,"Black Knight Inc",87.96,0.01,+0.01%,88.01,88.6,87.59,285300,12/24/20
BKNG,"Booking Holdings Inc",2088.35,-12.5,-0.59%,2119,2119,2081,182500,12/24/20
BKR,"Baker Hughes A Ge CO Cl A",21.01,-0.12,-0.57%,21.2,21.24,20.85,1213300,12/24/20
BLI,"Berkeley Lights Inc",103.38,-0.07,-0.07%,103.14,108.02,101.76,157400,12/24/20
BLK,Blackrock,707.18,3.54,+0.50%,703.36,710.84,703.36,173200,12/24/20
BLL,"Ball Corp",92.34,0.73,+0.80%,91.99,92.42,91.65,419700,12/24/20
BLUE,"Bluebird Bio",45.54,-0.47,-1.02%,46.06,46.35,44.94,296600,12/24/20
BMRN,"Biomarin Pharmaceuticals",88.66,0.36,+0.41%,88.44,89.1,88.13,463600,12/24/20
BMY,"Bristol-Myers Squibb Company",61.15,0.15,+0.25%,61.12,61.36,60.94,3099600,12/24/20
BOH,"Bank of Hawaii Corp",77.02,-0.54,-0.70%,78.06,78.06,75.92,88800,12/24/20
BOKF,"Bok Financial Corp",68.69,-0.76,-1.09%,69.48,69.96,68.41,73100,12/24/20
BPOP,"Popular Inc",56.03,-0.56,-0.99%,56.59,56.59,55.31,128400,12/24/20
BPYU,"Brookfield Property REIT Inc",15.18,-0.04,-0.26%,15.25,15.34,15.07,166400,12/24/20
BR,"Broadridge Financial Solutions Llc",150.01,2.6,+1.76%,148.23,150.02,147.58,162000,12/24/20
BRK.B,"Berkshire Hathaway Cl B",226.53,2.29,+1.02%,224.6,227.13,224.21,2386900,12/24/20
BRKR,"Bruker Corp",54.33,0.31,+0.57%,54.18,54.5,53.89,105800,12/24/20
BRO,"Brown & Brown",46.31,0.62,+1.36%,45.84,46.33,45.74,262600,12/24/20
BRX,"Brixmor Property Group Inc",16.3,0.16,+0.99%,16.21,16.35,16,538500,12/24/20
BSX,"Boston Scientific Corp",34.59,0.22,+0.64%,34.45,34.63,34.22,2608700,12/24/20
BURL,"Burlington Stores Inc",247.88,-2.05,-0.82%,249.95,249.95,246.88,151100,12/24/20
BWA,"Borgwarner Inc",38.96,-0.66,-1.67%,39.6,39.6,38.64,567100,12/24/20
BWXT,"Bwx Technologies Inc",60.14,-1.06,-1.73%,61.13,61.13,60.1,108500,12/24/20
BXP,"Boston Properties",93.93,1.33,+1.44%,93.2,94.01,91.47,367300,12/24/20
BYND,"Beyond Meat Inc",136.59,-3.33,-2.38%,139.59,140.4,135.06,1969700,12/24/20
C,"Citigroup Inc",60.57,-0.21,-0.35%,60.93,61.09,59.88,6824300,12/24/20
CABO,"Cable One Inc",2260.86,26.4,+1.18%,2231.1,2281.54,2231.1,15600,12/24/20
CACC,"Credit Acceptance",329,-10,-2.95%,340.23,340.23,327.55,49000,12/24/20
CACI,"Caci International",246.5,-2.01,-0.81%,249.19,249.19,244.53,59100,12/24/20
CAG,"Conagra Brands Inc",36.38,-0.03,-0.08%,36.28,36.43,36.15,807700,12/24/20
CAH,"Cardinal Health",53.8,-0.06,-0.11%,53.93,54.07,53.31,349600,12/24/20
CARR,"Carrier Global Corp [Carr/I]",37.89,-0.27,-0.71%,37.91,38.24,37.85,1395100,12/24/20
CASY,"Casey's General Stor",177.72,0.42,+0.24%,178.1,178.88,176.7,75800,12/24/20
CAT,"Caterpillar Inc",179.56,1.14,+0.64%,179.45,179.85,178.35,585700,12/24/20
CB,"Chubb Ltd",150.83,-0.23,-0.15%,151.32,151.32,149.6,422300,12/24/20
CBOE,"CBOE Global Markets Inc",92.05,0.95,+1.04%,90.95,92.11,90.92,201100,12/24/20
CBRE,"CBRE Group Inc",62.93,0.18,+0.29%,62.99,63.04,62.15,393600,12/24/20
CBSH,"Commerce Bancshares",66.38,-0.25,-0.38%,66.93,67,65.34,251700,12/24/20
CBT,"Cabot Corp",44.32,-0.07,-0.16%,44.57,44.57,43.75,94300,12/24/20
CC,"Chemours Company",26.92,0.3,+1.13%,26.71,26.93,26.4,274900,12/24/20
CCI,"Crown Castle International Corp",154,1.54,+1.01%,152.88,154.29,152.58,521700,12/24/20
CCK,"Crown Cork & Seal Company",98.6,1.64,+1.69%,97.25,98.85,97.2,346000,12/24/20
CCL,"Carnival Corp",20.84,-0.1,-0.48%,20.98,21.08,20.43,14819300,12/24/20
CDAY,"Ceridian Hcm Holding Inc",110.06,-0.1,-0.09%,109.45,111.93,108.9,867600,12/24/20
CDK,"Cdk Global Inc",51.28,0.39,+0.77%,51.27,51.38,50.53,136300,12/24/20
CDNS,"Cadence Design Sys",134,0.94,+0.71%,133.49,134.62,132.63,377200,12/24/20
CDW,"CDW Corp",129.23,-0.62,-0.48%,130.46,130.53,128.25,392900,12/24/20
CE,"Celanese Corp",129.85,0.46,+0.36%,128.81,130.4,128.49,195700,12/24/20
CERN,"Cerner Corp",78.41,0.72,+0.93%,78.4,78.46,77.62,432000,12/24/20
CF,"Cf Industries Holdings",36.81,0.04,+0.11%,36.71,36.89,36.39,255800,12/24/20
CFG,"Citizens Financial Group Inc/Ri",35.12,-0.24,-0.68%,35.5,35.5,34.59,1333600,12/24/20
CFR,"Cullen/Frost Bankers",87.48,-0.35,-0.40%,88.28,88.28,86.61,140600,12/24/20
CFX,"Colfax Corp",36.79,0.14,+0.38%,36.78,36.87,36.32,117700,12/24/20
CG,"The Carlyle Group",31.36,-0.02,-0.06%,31.36,31.61,31,351100,12/24/20
CGNX,"Cognex Cp",80.73,-1.19,-1.45%,82.09,82.2,79.62,319400,12/24/20
CHD,"Church & Dwight Company",86.86,-0.08,-0.09%,86.78,87.29,86.39,281800,12/24/20
CHE,"Chemed Inc",536.74,-0.21,-0.04%,536.39,539.93,532.58,26400,12/24/20
CHGG,"Chegg Inc",92.41,-0.67,-0.72%,92.47,93.87,91.65,561000,12/24/20
CHH,"Choice Hotels International",104.05,0.13,+0.13%,104.59,104.59,103.47,78700,12/24/20
CHNG,"Change Healthcare Inc",18.49,0.07,+0.38%,18.41,18.49,18.2,439000,12/24/20
CHRW,"C.H. Robinson Ww",94.66,0.87,+0.93%,94.72,95,93.92,405800,12/24/20
CHTR,"Charter Communicatio",656.49,9.05,+1.40%,646.6,657.33,646.6,1127300,12/24/20
CI,"Cigna Corp",198.83,-0.15,-0.08%,199.51,199.55,197.26,497600,12/24/20
CIEN,"Ciena Corp",53.25,0.75,+1.43%,52.76,53.3,52.52,753200,12/24/20
CINF,"Cincinnati Financial",85.23,-0.48,-0.56%,85.72,86.22,84.21,226400,12/24/20
CL,"Colgate-Palmolive Company",85.04,0.61,+0.72%,84.62,85.1,84.49,733100,12/24/20
CLGX,Corelogic,77.5,0.22,+0.28%,77.42,77.75,77.21,410000,12/24/20
CLH,"Clean Harbors",75.3,0.04,+0.05%,75.44,75.68,74.47,76600,12/24/20
CLR,"Continental Resources",16.71,-0.19,-1.12%,16.98,16.98,16.33,917500,12/24/20
CLX,"Clorox Company",203.8,1.47,+0.73%,202.1,203.8,202.08,288600,12/24/20
CMA,"Comerica Inc",55.9,-0.16,-0.29%,56.5,56.56,55.12,379400,12/24/20
CMCSA,"Comcast Corp A",50.38,0.35,+0.69%,50.2,50.44,50.08,3875300,12/24/20
CME,"CME Group Inc",178.48,-1.86,-1.03%,177.83,178.85,177.15,466000,12/24/20
CMG,"Chipotle Mexican Grill",1412.55,1.56,+0.11%,1410.91,1418.54,1406.87,101300,12/24/20
CMI,"Cummins Inc",226.53,2.31,+1.03%,225.29,226.7,224.04,197300,12/24/20
CMS,"Cms Energy Corp",58.16,0.55,+0.95%,57.5,58.2,57.45,674100,12/24/20
CNA,"Cna Financial Corp",38.64,0.16,+0.42%,38.6,38.68,37.98,69100,12/24/20
CNC,"Centene Corp",58.02,-0.66,-1.12%,58.67,58.91,57.86,1509600,12/24/20
CNP,"Centerpoint Energy Inc",21.58,0.08,+0.37%,21.47,21.58,21.21,1011200,12/24/20
COF,"Capital One Financial Corp",97.3,0.48,+0.50%,96.99,97.42,95.79,960100,12/24/20
COG,"Cabot Oil & Gas Corp",16.94,-0.23,-1.34%,17.23,17.23,16.83,1735800,12/24/20
COHR,"Coherent Inc",149.47,-0.41,-0.27%,150.4,152.55,149.16,71900,12/24/20
COLD,"Americold Realty Trust",36.4,0.27,+0.75%,36.08,36.41,35.93,598300,12/24/20
COLM,"Columbia Sprtswr",90.15,-0.33,-0.36%,90.99,90.99,89.21,115300,12/24/20
COMM,"Commscope Holding Company",13.11,-0.07,-0.53%,13.34,13.43,13.01,830400,12/24/20
CONE,"Cyrusone Inc",72.75,-0.14,-0.19%,73.02,73.65,72.02,280300,12/24/20
COO,"Cooper Companies",358.37,2.37,+0.67%,358.61,360.42,356.21,77000,12/24/20
COP,Conocophillips,39.49,-0.59,-1.47%,40.01,40.01,38.96,3530200,12/24/20
COR,"Coresite Realty Corp",124.68,-0.62,-0.49%,125.56,126.22,124.21,70300,12/24/20
COST,"Costco Wholesale",364.58,2.69,+0.74%,361.41,365.33,361.41,972500,12/24/20
COTY,"Coty Inc",7.18,-0.23,-3.10%,7.43,7.44,7.06,5475200,12/24/20
COUP,"Coupa Software Inc",356.74,4.58,+1.30%,356.09,362.43,354.3,376000,12/24/20
CPA,"Copa Holdings S.A.",74.93,-1.01,-1.33%,75.85,76.27,74.2,100600,12/24/20
CPB,"Campbell Soup Company",48.55,0.44,+0.91%,48,48.66,48,673900,12/24/20
CPRI,"Capri Holdings Ltd",42.41,-0.22,-0.52%,42.63,42.75,41.77,914600,12/24/20
CPRT,"Copart Inc",123.71,0.36,+0.29%,123.56,124.04,122.7,291300,12/24/20
CPT,"Camden Property Trust",98.7,1.35,+1.39%,97.58,98.78,97.18,229300,12/24/20
CR,"Crane Company",76.89,0.4,+0.52%,76.79,77.07,75.91,75200,12/24/20
CREE,"Cree Inc",103.1,-1.73,-1.65%,105.09,105.23,102.71,316000,12/24/20
CRI,"Carter's Inc",95.01,-0.19,-0.20%,96.12,96.21,93.65,136300,12/24/20
CRL,"Charles River Laboratories Intl",251.71,-0.09,-0.04%,251.79,252.77,250.07,150700,12/24/20
CRM,"Salesforce.com Inc",225.78,-1.65,-0.73%,228.3,229.19,224.83,6146200,12/24/20
CRUS,"Cirrus Logic Inc",80.96,-0.48,-0.59%,82.03,82.03,80.64,161600,12/24/20
CRWD,"Crowdstrike Holdings Inc",221.12,-2.38,-1.06%,223.5,227.36,219.28,2407200,12/24/20
CSCO,"Cisco Systems Inc",44.54,0.17,+0.37%,44.45,44.59,44.23,5720500,12/24/20
CSGP,"Costar Group Inc",906.63,-1.12,-0.12%,908.01,916.01,903.09,43100,12/24/20
CSL,"Carlisle Companies Inc",157.35,0.42,+0.27%,157.83,157.9,155.69,59600,12/24/20
CSX,"CSX Corp",90.05,0.38,+0.42%,89.79,90.22,89.15,876300,12/24/20
CTAS,"Cintas Corp",338.4,-1.02,-0.30%,341.11,342.25,336.4,185500,12/24/20
CTLT,"Catalent Inc",105.31,0.45,+0.43%,104.89,106.22,104.66,277700,12/24/20
CTSH,"Cognizant Tech Sol",81.07,0.08,+0.10%,81.35,81.35,80.6,1036900,12/24/20
CTVA,"Corteva Inc",39.5,0.32,+0.82%,39.03,39.55,39.03,847600,12/24/20
CTXS,"Citrix Systems Inc",132.57,0.8,+0.61%,132.4,133.12,131.14,431800,12/24/20
CUBE,Cubesmart,33.7,0.33,+0.99%,33.48,33.79,33.4,267100,12/24/20
CUZ,"Cousins Properties Inc",33.69,0.08,+0.24%,33.75,33.75,33.24,168000,12/24/20
CVNA,"Carvana CO Cl A",274.71,4.71,+1.74%,272.44,279,270.26,564100,12/24/20
CVS,"CVS Corp",67.97,-0.04,-0.06%,68.17,68.17,67.49,2117500,12/24/20
CVX,"Chevron Corp",85.33,-0.36,-0.42%,85.93,85.93,84.81,3335600,12/24/20
CW,"Curtiss-Wright Corp",113.29,0.08,+0.07%,113.59,113.59,111.58,69200,12/24/20
CXO,"Concho Resources Inc",57.46,-0.89,-1.53%,58.33,58.33,56.75,467000,12/24/20
D,"Dominion Resources",74.23,0.19,+0.26%,74.04,74.31,73.54,1064900,12/24/20
DAL,"Delta Air Lines Inc",39.73,-0.51,-1.27%,40.42,40.44,39.6,5176400,12/24/20
DBX,"Dropbox Inc",24.65,0.04,+0.16%,24.89,24.89,24.4,2652800,12/24/20
DCI,"Donaldson Company",56.57,-0.38,-0.67%,57.21,57.24,56.26,124600,12/24/20
DCT,"Duck Creek Technologies Inc",43.77,0.64,+1.48%,43.35,45.5,43.25,303500,12/24/20
DD,"Du Pont De.Nemours Inc",69.55,0.37,+0.53%,69.4,69.63,68.88,2409700,12/24/20
DDOG,"Datadog Inc Cl A",106.28,-1.16,-1.08%,107.04,109.85,106.11,785600,12/24/20
DE,"Deere & Company",269.21,1.27,+0.47%,267.93,269.58,267.32,289900,12/24/20
DEI,"Douglas Emmett",29.51,0.23,+0.79%,29.31,29.59,28.97,259000,12/24/20
DELL,"Dell Technologies Inc",72.99,-0.41,-0.56%,73.76,73.89,72.75,1669700,12/24/20
DFS,"Discover Financial Services",88.29,-0.08,-0.09%,88.61,88.8,87.42,592600,12/24/20
DG,"Dollar General Corp",211.28,0.11,+0.05%,211.35,212.35,210.64,535700,12/24/20
DGX,"Quest Diagnostics Inc",120.23,-0.6,-0.50%,121.03,121.64,119.64,535200,12/24/20
DHI,"D.R. Horton",71.85,1.1,+1.55%,70.75,72.21,70.14,1634300,12/24/20
DHR,"Danaher Corp",221.49,0.92,+0.42%,220.75,223.57,220.57,610900,12/24/20
DIS,"Walt Disney Company",173.73,0.18,+0.10%,173.99,174.58,172.38,2720900,12/24/20
DISCA,"Discovery Comm A",28.57,0.31,+1.10%,28.29,28.73,27.97,3471600,12/24/20
DISCK,"Discovery Comm Inc",25.14,0.29,+1.17%,24.9,25.23,24.59,600700,12/24/20
DISH,"Dish Network Corp",31.06,0.09,+0.29%,31.02,31.08,30.49,1730200,12/24/20
DKS,"Dick's Sporting Goods Inc",55.59,-0.21,-0.38%,55.9,55.9,54.96,821300,12/24/20
DLB,"Dolby Laboratories",95.28,0.52,+0.55%,94.64,95.31,94.42,95100,12/24/20
DLR,"Digital Realty Trust",137.43,0.64,+0.47%,136.88,138.17,136.53,460100,12/24/20
DLTR,"Dollar Tree Inc",109.03,1.41,+1.31%,107.88,109.04,107.49,651800,12/24/20
DNB,"Dun & Bradstreet Holdings Inc",26.49,-0.2,-0.75%,26.52,26.95,26.35,281200,12/24/20
DOCU,"Docusign Inc",244.93,0.88,+0.36%,245,250.3,243.5,1024400,12/24/20
DOV,"Dover Corp",124.02,0.38,+0.31%,123.72,124.07,122.69,178200,12/24/20
DOW,"Dow Inc",54.79,0.04,+0.07%,54.92,54.97,54.33,1074800,12/24/20
DOX,"Amdocs Ltd Ord",69.67,0.35,+0.50%,69.77,69.79,69.39,200100,12/24/20
DPZ,"Domino's Pizza Inc",396.73,-7.02,-1.74%,402.52,404.56,395.66,184200,12/24/20
DRE,"Duke Realty Corp",39.3,0.56,+1.45%,38.91,39.32,38.75,592500,12/24/20
DRI,"Darden Restaurants",117.89,-1.69,-1.41%,119.09,119.94,117.31,507400,12/24/20
DT,"Dynatrace Inc",43.18,-0.72,-1.64%,43.5,44.04,43.08,649100,12/24/20
