Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
REVG,"Rev Group Inc",9.17,0.03,+0.33%,9.24,9.3,9.08,87800,12/24/20
REX,"Rex American Resources Corp",75.61,-3.04,-3.87%,78.4,78.4,75.41,6900,12/24/20
REZI,"Resideo Technologies Inc",22.49,-0.01,-0.04%,22.48,22.82,21.85,645200,12/24/20
RFL,"Rafael Holdings Inc",24.19,-0.41,-1.67%,24.81,24.87,24.19,13900,12/24/20
RGCO,"Rgc Resources Inc",23.9,-0.06,-0.25%,23.96,23.96,23.69,3300,12/24/20
RGNX,"Regenxbio Inc",48.72,-0.06,-0.12%,48.75,50,48.72,90900,12/24/20
RGP,"Resources Connection Inc",12.42,-0.07,-0.56%,12.5,12.57,12.41,64500,12/24/20
RGR,"Sturm Ruger & Company",67.23,-0.22,-0.33%,67.71,68.38,67.01,101900,12/24/20
RGS,"Regis Corp",9.48,-0.05,-0.52%,9.49,9.69,9.39,320100,12/24/20
RH,"Restoration Hardware Holdings",475.72,8.51,+1.82%,466.95,477.46,462,205200,12/24/20
RHP,"Ryman Hospitality Properties REIT",65.4,0.55,+0.85%,64.78,65.72,63.06,136400,12/24/20
RICK,"RCI Hospitality Hold",39.7,-0.25,-0.63%,40.46,40.46,39.23,32300,12/24/20
RIG,"Transocean Inc",2.2,-0.1,-4.35%,2.29,2.32,2.14,17943000,12/24/20
RIGL,"Rigel Pharmaceuticals",3.69,-0.05,-1.34%,3.78,3.78,3.66,731600,12/24/20
RILY,"B. Riley Financl",43.09,1.12,+2.67%,42.48,43.29,42.18,87600,12/24/20
RLAY,"Relay Therapeutics Inc",46.87,-2.53,-5.12%,49.43,49.43,46.75,84700,12/24/20
RLGT,"Radiant Logistics",5.66,-0.09,-1.57%,5.81,5.81,5.64,52600,12/24/20
RLGY,"Realogy Holdings Corp",14.03,0.1,+0.72%,13.92,14.23,13.92,212800,12/24/20
RLI,"Rli Corp",103.78,0.46,+0.45%,103.16,104.02,102.2,38000,12/24/20
RLJ,"Rlj Lodging Trust",14.33,0.08,+0.56%,14.28,14.38,14.02,286600,12/24/20
RLMD,"Relmada Therapeutics Inc",32.12,-1.39,-4.15%,33.42,33.79,31.9,32200,12/24/20
RM,"Regional Managment Corp",28.59,0.28,+0.99%,28.25,28.95,28.08,14800,12/24/20
RMAX,"Re/Max Holdings Inc",37.52,0.28,+0.75%,37.57,37.61,36.88,105400,12/24/20
RMBI,"Richmond Mutual Bancorp Inc",13.48,-0.22,-1.61%,13.72,13.73,13.48,4900,12/24/20
RMBS,"Rambus Inc",17.5,-0.01,-0.06%,17.62,17.65,17.37,233700,12/24/20
RMNI,"Rimini Street Inc",4.6,0.05,+1.10%,4.6,4.7,4.55,68000,12/24/20
RMR,"The Rmr Grp A",38.16,-0.04,-0.10%,38.54,38.54,37.17,17100,12/24/20
RMTI,"Rockwell Medical IN",1.01,-0.01,-0.98%,1.02,1.03,1,485500,12/24/20
RNA,"Avidity Biosciences Inc",29.51,-0.59,-1.96%,30.16,30.75,29.06,108600,12/24/20
RNST,"Renasant Corp",33.29,0.34,+1.03%,32.99,33.3,32.48,121600,12/24/20
ROAD,"Construction Partners Inc Cl A",27.63,-0.44,-1.57%,27.99,28.15,27.54,94600,12/24/20
ROCK,"Gibraltar Ind Inc",71.72,0.24,+0.34%,71.95,72.29,70.78,27900,12/24/20
ROG,"Rogers Corp",151.26,-0.76,-0.50%,153.16,153.16,150.79,31500,12/24/20
ROIC,"Retail Opp Invts Cp",13.34,0.03,+0.23%,13.43,13.43,13.2,271200,12/24/20
ROLL,"RBC Bearings Incorp",181.4,2.47,+1.38%,178.98,181.93,176.53,36000,12/24/20
RPAI,"Retail Properties of America",8.6,0.12,+1.42%,8.6,8.69,8.41,359300,12/24/20
RPAY,"Repay Holdings Corp Cl A",27.74,-0.03,-0.11%,27.79,27.82,27.42,172900,12/24/20
RPD,"Rapid7 Inc",89.28,-0.57,-0.63%,89.28,90.34,86.73,241900,12/24/20
RPT,"Ramco-Gershenson Properties Trust",8.5,0.22,+2.66%,8.45,8.5,8.17,312900,12/24/20
RRBI,"Red River Bancshares Inc",48.84,-0.65,-1.31%,48.98,48.98,48.84,800,12/24/20
RRC,"Range Resources Corp",7.03,-0.33,-4.48%,7.38,7.4,7,1875400,12/24/20
RRGB,"Red Robin Gourmet Burgers Inc",20.1,0.75,+3.88%,19.42,20.65,19.26,326400,12/24/20
RRR,"Red Rock Resorts Inc",25.53,-0.17,-0.66%,25.72,25.72,25.05,786100,12/24/20
RUBY,"Rubius Therapeutics Inc",8.04,0.04,+0.50%,8.05,8.45,7.96,203900,12/24/20
RUN,"Sunrun Inc",68.62,-1.25,-1.79%,69.62,70.58,66.69,2058700,12/24/20
RUSHA,"Rush Entpr Cl A",41.12,-0.32,-0.77%,41.78,42.25,40.85,40500,12/24/20
RUSHB,"Rush Entpr Cl B",37.69,0.57,+1.54%,37.14,37.78,36.93,8300,12/24/20
RUTH,"Ruth's Hospitality",17.21,0.2,+1.18%,17.03,17.3,16.89,161000,12/24/20
RVI,"Retail Value Inc",14.5,0.28,+1.97%,14.27,14.69,14.26,142300,12/24/20
RVMD,"Revolution Medicines Inc",42.61,-1.34,-3.05%,44.35,44.85,41.81,111800,12/24/20
RVNC,"Revance Therapeutics",27.55,-0.12,-0.43%,27.93,28.04,26.92,229300,12/24/20
RVP,"Retractable Technologies",11.3,-0.18,-1.57%,11.33,11.81,10.97,1001600,12/24/20
RVSB,"Riverview Bancorp",5.27,-0.09,-1.68%,5.3,5.32,5.21,16700,12/24/20
RWT,"Redwood Trust",8.9,-0.03,-0.34%,8.94,8.95,8.79,532000,12/24/20
RXN,"Rexnord Corp",39.23,0.35,+0.90%,39.09,39.26,38.75,270600,12/24/20
RXT,"Rackspace Technology Inc",19.87,-0.08,-0.40%,20,20.25,19.75,331000,12/24/20
RYAM,"Rayonier Advanced Materials Inc",6.41,0.09,+1.42%,6.49,6.59,6.11,425700,12/24/20
RYI,"Ryerson Holding Corp",12.32,0.02,+0.16%,12.49,12.49,12.11,25400,12/24/20
RYTM,"Rhythm Pharmaceuticals Inc",29,0,0.00%,29.27,29.98,28.56,124500,12/24/20
SAFE,"Safehold Inc",74,0.96,+1.31%,73.71,74.21,72.7,25100,12/24/20
SAFM,"Sanderson Farms IN",131.47,-0.09,-0.07%,131.31,131.81,129.24,54700,12/24/20
SAFT,"Safety Ins Group Inc",77.78,-0.49,-0.63%,78.64,78.64,76.95,39400,12/24/20
SAH,"Sonic Automotive",38.21,0.02,+0.05%,38.23,38.72,37.73,93100,12/24/20
SAIA,"Saia Inc",185.47,1.21,+0.66%,185.5,186.89,182.75,29400,12/24/20
SAIL,"Sailpoint Technologies Holdings Inc",56.43,-0.15,-0.27%,56.77,57.13,56.09,269000,12/24/20
SAL,"Salisbury Bancorp",37.91,-0.35,-0.91%,37.91,37.91,37.91,500,12/24/20
SALT,"Scorpio Bulkers Inc",17.48,0.4,+2.34%,17.17,17.62,16.5,102600,12/24/20
SAMG,"Silvercrest Ast Cm A",14.08,-0.11,-0.78%,14.1,14.13,14.05,12600,12/24/20
SANM,"Sanmina Corp",32.34,0.46,+1.44%,32.1,32.36,31.56,117300,12/24/20
SASR,"Sandy Spring Bancorp",32.2,0.03,+0.09%,32.3,32.46,31.63,45200,12/24/20
SAVA,"Cassava Sciences Inc",7.46,-0.18,-2.36%,7.75,7.84,7.42,516400,12/24/20
SAVE,"Spirit Airlines Inc",24.42,-0.13,-0.53%,24.79,24.83,24.05,2618100,12/24/20
SB,"Safe Bulkers Inc",1.2,0,0.00%,1.18,1.21,1.18,74000,12/24/20
SBBP,"Strongbridge Bio Ord",2.7,-0.03,-1.10%,2.8,2.8,2.66,168500,12/24/20
SBCF,"Seacoast Banking Cp",29.36,0.06,+0.20%,29.34,29.5,28.87,64200,12/24/20
SBFG,"Sb Financial Group",17.96,-0.34,-1.86%,18.12,18.47,17.96,4200,12/24/20
SBGI,"Sinclair Brdcst A",31.25,-0.25,-0.79%,31.6,32.06,30.75,523200,12/24/20
SBH,"Sally Beauty Holdings",12.65,-0.13,-1.02%,12.76,12.84,12.53,854000,12/24/20
SBRA,"Sabra REIT",17.75,0.28,+1.60%,17.55,17.76,17.37,462800,12/24/20
SBSI,"Southside Bancshares",31.33,0.03,+0.10%,31.51,31.51,30.75,31600,12/24/20
SBT,"Sterling Bancorp Inc [Southfield Mi]",4.48,-0.02,-0.44%,4.49,4.72,4.46,9000,12/24/20
SCHL,"Scholastic Cp",24.47,0.61,+2.56%,23.84,24.57,23.84,121500,12/24/20
SCHN,"Schnitzer Steel A",31,-0.22,-0.70%,31.22,31.29,30.62,52000,12/24/20
SCL,"Stepan Company",117.66,1.08,+0.93%,116.65,117.92,116.36,27000,12/24/20
SCOR,"Comscore Inc",2.12,-0.09,-4.07%,2.23,2.33,2.1,445600,12/24/20
SCPH,"SC Pharmaceuticals Inc",5.54,-0.06,-1.07%,5.66,5.7,5.53,25100,12/24/20
SCS,"Steelcase Inc",13.49,0.42,+3.21%,12.94,13.56,12.73,572900,12/24/20
SCSC,"Scansource Inc",26.2,1.03,+4.09%,25.3,26.35,25.08,46400,12/24/20
SCU,"Sculptor Capital Management Inc",15.32,0.45,+3.03%,15.07,15.97,15.07,62500,12/24/20
SCVL,"Shoe Carnival Inc",38.8,0.14,+0.36%,38.71,39.11,38.42,75100,12/24/20
SCWX,"Secureworks Corp CS",14.38,-0.45,-3.03%,14.74,14.74,14.11,53700,12/24/20
SDGR,"Schrodinger Inc",83.95,-0.45,-0.53%,85.28,86.38,82.27,261300,12/24/20
SEAC,"Sea Change Intl IN",0.8799,0.0037,+0.42%,0.87,0.9,0.8631,184200,12/24/20
SEAS,"Seaworld Entertainment Inc Company",30.56,-0.56,-1.80%,31.01,31.07,30.31,270800,12/24/20
SELB,"Selecta Biosciences",3.27,-0.07,-2.10%,3.41,3.43,3.23,965400,12/24/20
SEM,"Select Medical Holdings Corp",26.96,-0.07,-0.26%,27.29,27.31,26.79,126600,12/24/20
SENEA,"Seneca Foods Cp A",39.03,-0.31,-0.79%,39.58,39.58,39.01,9700,12/24/20
SF,"Stifel Financial Corp",51.2,0.4,+0.79%,51.19,51.26,50.12,204200,12/24/20
SFBS,"Servisfirst Bancs",40.28,-0.17,-0.42%,40.5,40.5,39.91,69100,12/24/20
SFE,"Safeguard Scientifics",6.3,0.05,+0.80%,6.33,6.33,6.22,23400,12/24/20
SFIX,"Stitch Fix Inc",69.27,0.61,+0.89%,68.47,70.69,67.38,1751200,12/24/20
SFL,"Ship Finance International",6.18,0.13,+2.15%,6.1,6.18,5.98,977400,12/24/20
SFNC,"Simmons First Natl",21.11,-0.05,-0.21%,21.3,21.3,20.76,148000,12/24/20
SFST,"Southern First Bancs",35.3,-0.3,-0.84%,35.57,35.57,35.1,7300,12/24/20
SGA,"Saga Communications",22.25,-0.01,-0.04%,22.3,22.3,22.25,700,12/24/20
SGC,"Superior Uniform Group",24.31,-0.11,-0.45%,24.42,24.62,23.91,16000,12/24/20
SGH,"Smart Global Holdings Inc",35.31,-0.18,-0.51%,35.69,35.91,34.89,78300,12/24/20
SGMO,"Sangamo Therapeutics",17.81,-0.37,-2.04%,18.13,18.55,17.58,1620900,12/24/20
SGMS,"Scientific Games",42.49,0.05,+0.12%,42.46,42.87,41.96,371000,12/24/20
SGRY,"Surgery Partners CS",27.82,-0.2,-0.71%,28,28,26.96,94600,12/24/20
SHAK,"Shake Shack Inc",87.8,-0.05,-0.06%,87.63,88.07,86.21,256000,12/24/20
SHBI,"Shore Bancshares Inc",14.59,0.19,+1.32%,14.28,14.83,14.28,10700,12/24/20
SHEN,"Shenandoah Telecom",43.62,0.22,+0.51%,44.1,44.1,43.15,32900,12/24/20
SHO,"Sunstone Hotel Investors",11.35,0.14,+1.25%,11.25,11.4,11.14,1047900,12/24/20
SHOO,"Steven Maddens Ltd",34.64,-0.33,-0.94%,35.35,35.35,34.31,233300,12/24/20
SHYF,"The Shyft Group Inc",28.64,0.54,+1.92%,28.1,28.71,28.02,73000,12/24/20
SI,"Silvergate Capital Corp Cl A",63.57,-2.67,-4.03%,64.75,65.98,61.5,547400,12/24/20
SIBN,"Si-Bone Inc",30.31,-0.23,-0.75%,30.6,30.93,30.19,79100,12/24/20
SIEB,"Siebert Fin Cp",4.47,-0.01,-0.22%,4.43,4.6,4.41,9100,12/24/20
SIEN,"Sientra Inc",3.9,0.05,+1.30%,3.84,4.06,3.83,265200,12/24/20
SIG,"Signet Jewelers Ltd",26.16,-0.9,-3.33%,27,27.29,26.03,443900,12/24/20
SIGA,"Siga Technologies Inc",7.34,0.02,+0.27%,7.31,7.42,7.3,41400,12/24/20
SIGI,"Selective Ins Group",66.85,0.13,+0.19%,66.76,67.18,65.86,83500,12/24/20
SILK,"Silk Road Medical Inc",64.71,1.53,+2.42%,63.69,65.26,63.53,93000,12/24/20
SITC,"Site Centers Corp",10.23,0.04,+0.39%,10.25,10.29,10.04,369100,12/24/20
SITE,"Siteone Landscape Supply",159.11,1.89,+1.20%,158.46,159.11,156.56,84000,12/24/20
SITM,"Sitime Corp",106.85,-1.35,-1.25%,108,108,102.93,67200,12/24/20
SJI,"South Jersey Industries",21.57,0.05,+0.23%,21.72,21.77,21.39,251500,12/24/20
SJW,"SJW Corp",67.13,0.58,+0.87%,67.09,67.42,65.97,30900,12/24/20
SKT,"Tanger Factory Outlet Centers",10.38,0.09,+0.87%,10.39,10.69,10.2,1273700,12/24/20
SKY,"Skyline Corp",31.65,0.17,+0.54%,31.48,32.08,31.09,83800,12/24/20
SKYW,"Skywest Inc",40.41,-0.2,-0.49%,41.03,41.21,39.57,119700,12/24/20
SLAB,"Silicon Labs Inc",126.29,0.58,+0.46%,126.33,126.43,125.4,41400,12/24/20
SLCA,"U.S. Silica Holdings Inc",7.13,-0.12,-1.66%,7.26,7.37,6.95,432000,12/24/20
SLCT,"Select Bancorp Inc",9.7,0.08,+0.83%,9.69,9.79,9.63,12400,12/24/20
SLDB,"Solid Biosciences Inc",6.83,-0.32,-4.48%,7.07,7.31,6.77,316200,12/24/20
SLNO,"Soleno Therapeutics Inc",1.9,-0.04,-2.06%,1.93,1.97,1.9,84100,12/24/20
SLP,"Simulations Plus Inc",72.04,-0.5,-0.69%,72.69,73.49,71.61,58200,12/24/20
SLQT,"Selectquote Inc",22.29,0.11,+0.50%,22,22.39,21.7,652100,12/24/20
SM,"Sm Energy Company",6.02,0.02,+0.33%,6.03,6.07,5.77,2642900,12/24/20
SMBC,"Southern MO Bancorp",31.26,0.33,+1.07%,31.58,32.26,31.08,3300,12/24/20
SMBK,"Smartfinancial Inc",18.04,-0.11,-0.61%,18,18.16,18,6200,12/24/20
SMCI,"Super Micro Computer",30.52,0.33,+1.09%,30.45,30.55,30.22,115600,12/24/20
SMED,"Sharps Compliance",9.73,0.23,+2.42%,9.8,9.8,9.6,38600,12/24/20
SMMF,"Summit Financial Gp",22.25,-0.03,-0.13%,22.19,22.25,22.13,3100,12/24/20
SMP,"Standard Motor Products",41.4,-0.12,-0.29%,41.51,41.95,40.6,116900,12/24/20
SMPL,"The Simply Good Foods Company",29.89,1.15,+4.00%,28.74,30.09,28.6,1617800,12/24/20
SMSI,"Smith Micro Software",5.34,-0.01,-0.19%,5.4,5.47,5.31,160400,12/24/20
SMTC,"Semtech Corp",71.72,0.57,+0.80%,71.15,71.82,70.87,112500,12/24/20
SNBR,"Sleep Number Corp",84.87,2.62,+3.19%,82.21,85.68,81.04,275300,12/24/20
SNCR,"Synchronoss Technolo",4.58,-0.13,-2.76%,4.73,4.87,4.41,504500,12/24/20
SNDX,"Syndax Pharma",24.2,-0.05,-0.21%,24.38,25.59,24,265900,12/24/20
SNEX,"Stonex Group Inc",56.83,0.75,+1.34%,56.51,57.67,55.94,33800,12/24/20
SNFCA,"Security Natl Finl",8.25,-0.17,-2.02%,8.37,8.38,8.12,20600,12/24/20
SNR,"New Senior Investment Group Inc",5.34,0.08,+1.52%,5.28,5.39,5.22,135000,12/24/20
SOI,"Solaris Oilfield Infrastructure Inc Cl A",8.3,-0.18,-2.12%,8.53,8.56,8.2,80600,12/24/20
SOLY,"Soliton Inc",8.21,0.03,+0.37%,8.3,8.42,8.16,74700,12/24/20
SONA,"Southern National Bk",12.11,-0.03,-0.25%,12.62,12.62,12.03,30100,12/24/20
SONO,"Sonos Inc",24.44,-0.52,-2.08%,25,25.17,24.38,833900,12/24/20
SP,"SP Plus Corp",28.99,0.16,+0.55%,29.01,29.46,28.65,38600,12/24/20
SPFI,"South Plains Financial Inc",18.9,-0.19,-1.00%,19.01,19.06,18.68,8000,12/24/20
SPKE,"Spark Energy",9.48,0.08,+0.85%,9.48,9.58,9.31,78400,12/24/20
SPNE,"Seaspine Holdings",17.12,-0.59,-3.33%,18.33,18.9,17.01,32800,12/24/20
SPNS,"Sapiens Intl Cp NV",30.48,0.31,+1.03%,30.24,30.8,30.24,76800,12/24/20
SPOK,"Spok Holdings Inc",11.02,-0.18,-1.61%,11.26,11.26,10.99,29800,12/24/20
SPPI,"Spectrum Pharma Inc",3.71,-0.15,-4.01%,3.87,3.89,3.7,1129500,12/24/20
SPRO,"Spero Therapeutics Inc",21.97,0.47,+2.19%,22,22.9,21.45,270800,12/24/20
SPSC,"Sps Commerce Inc",110.32,-0.35,-0.32%,110.68,111.63,109.76,76300,12/24/20
SPT,"Sprout Social Inc Cl A",50.03,-1.45,-2.82%,51.26,52.24,49.78,195300,12/24/20
SPTN,"Spartannash Company",17.26,0.12,+0.70%,17.25,17.32,16.87,199900,12/24/20
SPWH,"Sportsman's Wareh",17.92,0.02,+0.14%,17.88,17.92,17.6,2601900,12/24/20
SPWR,"Sunpower Corp",29.87,-0.17,-0.57%,29.82,31.1,29.23,3483700,12/24/20
SPXC,"SPX Corp",53.91,0.44,+0.82%,53.65,54.17,53.27,65800,12/24/20
SR,"Spire Inc",63.56,0.32,+0.51%,63.28,63.67,62.6,89200,12/24/20
SRCE,"1st Source Corp",39.89,0.04,+0.10%,39.76,40.25,39.29,28000,12/24/20
SRDX,"Surmodics Inc",38.64,-0.39,-1.00%,39.29,39.48,37.82,14200,12/24/20
SREV,"Servicesrce Intl Inc",1.61,-0.04,-2.42%,1.66,1.67,1.59,72900,12/24/20
SRG,"Seritage Growth Properties",14.61,-0.14,-0.95%,14.6,14.97,14.43,298600,12/24/20
SRGA,"Surgalign Hldg Inc",2.56,-0.08,-3.03%,2.66,2.67,2.52,100600,12/24/20
SRI,"Stoneridge Inc",29.64,-0.39,-1.30%,30,30,29.4,31200,12/24/20
SRNE,"Sorrento Therpt",7.89,-0.67,-7.83%,8.56,8.61,7.81,14309400,12/24/20
SRRK,"Scholar Rock Holding Corp",51.5,-0.07,-0.14%,51.56,55.16,51.35,148900,12/24/20
SRT,"Startek Inc",7.59,-0.34,-4.29%,7.98,7.98,7.58,49300,12/24/20
SSB,"South State Cp",74.03,-0.54,-0.72%,74.92,74.94,73.03,65000,12/24/20
SSD,"Simpson Manufacturing Company",92.89,0.33,+0.36%,93.04,93.11,92.33,40400,12/24/20
SSP,"E.W. Scripps Company",14.42,-0.04,-0.28%,14.47,14.5,14.12,108100,12/24/20
SSTI,"Shotspotter Inc",38.49,-1.05,-2.66%,39.5,39.52,38.26,15800,12/24/20
SSTK,"Shutterstock Inc",71.76,0.22,+0.31%,71.54,72.68,71.18,118000,12/24/20
STAA,"Staar Surgical Company",81.43,-0.39,-0.48%,81.7,83.21,80.4,186800,12/24/20
STAG,"STI Inc",30.98,0.24,+0.78%,30.89,31,30.68,338500,12/24/20
STAR,"Istar Financial Inc",14.99,0.14,+0.94%,14.89,14.99,14.82,104800,12/24/20
STBA,"S&T Bancorp Inc",24.35,0.54,+2.27%,23.86,24.41,23.55,95500,12/24/20
STC,"Stewart Information Services Corp",49,0.59,+1.22%,48.41,49.23,48.2,55300,12/24/20
STFC,"State Auto Finl Corp",18.26,0.02,+0.11%,18.26,18.45,18.12,24900,12/24/20
STMP,"Stamps.com Inc",221.71,6.29,+2.92%,217.82,222,214.62,180000,12/24/20
STND,"Standard Financial",32.76,-0.03,-0.09%,32.72,32.76,32.72,3300,12/24/20
STNG,"Scorpio Tankers Inc",11.49,0.07,+0.61%,11.37,11.53,11.17,424000,12/24/20
STOK,"Stoke Therapeutics Inc",58.28,-0.65,-1.10%,59.79,60.31,55.54,62200,12/24/20
STRA,"Strayer Education",97.09,-0.92,-0.94%,97.98,99.14,95.6,63800,12/24/20
STRL,"Sterling Constructio",19.26,0.13,+0.68%,19.14,19.78,18.64,194200,12/24/20
STRO,"Sutro Biopharma Inc",22.08,0.4,+1.85%,21.8,22.55,21.6,165300,12/24/20
STRS,"Stratus Pptys Inc",23.21,-0.34,-1.44%,23.3,24.19,23.21,1100,12/24/20
STSA,"Satsuma Pharmaceuticals Inc",5.08,-0.01,-0.20%,5.1,5.13,4.97,99900,12/24/20
STXB,"Spirit of Texas Bancshares Inc",16.53,-0.24,-1.43%,16.85,16.85,16.52,7900,12/24/20
STXS,"Stereotaxis Inc",5.14,-0.16,-3.02%,5.21,5.3,5.06,81000,12/24/20
SUM,"Summit Materials Inc",19.22,-0.09,-0.47%,19.5,19.52,18.99,193800,12/24/20
SUPN,"Supernus Pharm",25.66,-0.15,-0.58%,25.99,26.18,25.03,568200,12/24/20
SVC,"Service Properties Trust",11.46,0.09,+0.79%,11.5,11.53,11.22,304300,12/24/20
SVMK,"Svmk Inc",25.97,0.3,+1.17%,25.66,25.99,25.5,390000,12/24/20
SVRA,"Savara Inc",1.31,-0.05,-3.68%,1.38,1.39,1.28,357300,12/24/20
SWAV,"Shockwave Medical Inc",100,-3.1,-3.01%,103.7,103.95,99.71,150200,12/24/20
SWBI,"Smith & Wesson Brands Inc",17.97,-0.13,-0.72%,18.16,18.63,17.97,692200,12/24/20
SWKH,"Swk Holdings Corp",14.66,0.01,+0.07%,14.65,15.05,13.7,14200,12/24/20
SWM,"Schweitzer-Mauduit International",40.3,0.24,+0.60%,40.04,40.44,39.85,38800,12/24/20
SWN,"Southwestern Energy Company",3.39,-0.21,-5.83%,3.66,3.66,3.36,11228899,12/24/20
SWTX,"Springworks Therapeutics Inc",74.63,-2.73,-3.53%,77.56,80.31,74.19,216400,12/24/20
SWX,"Southwest Gas Corp",60.14,0.91,+1.54%,59.65,60.28,58.87,217000,12/24/20
SXC,"Suncoke Energy Inc",4.24,-0.05,-1.17%,4.3,4.3,4.13,682800,12/24/20
SXI,"Standex International Corp",76.01,0.57,+0.76%,75.41,76.63,74.98,11500,12/24/20
SXT,"Sensient Technologies Corp",74.24,0.88,+1.20%,73.75,74.35,73.14,54400,12/24/20
SYBT,"Stock Yards Bancorp",40.17,0.22,+0.55%,40.11,40.34,39.75,13500,12/24/20
SYKE,"Sykes Enterprises",38.15,0.26,+0.69%,38.45,38.8,37.88,60700,12/24/20
SYNA,"Synaptics Inc",86.15,0.28,+0.33%,86.8,87.11,84.5,163300,12/24/20
SYRS,"Syros Pharmaceuticals",13.08,-1.58,-10.78%,15,15.39,12.91,504800,12/24/20
SYX,"Systemax Inc",36.25,0,0.00%,36.51,36.51,36.13,32500,12/24/20
TACO,"Del Taco Rest",9.55,0.2,+2.14%,9.34,9.57,9.26,159400,12/24/20
TALO,"Talos Energy Inc",8.21,-0.03,-0.36%,8.33,8.33,8.06,256300,12/24/20
TARA,"Artara Therapeutics Inc",23.19,-0.72,-3.01%,23.85,23.85,23.08,23500,12/24/20
TAST,"Carrols Rstrnt Group",6.42,0.05,+0.78%,6.36,6.48,6.3,88800,12/24/20
TBBK,"The Bancorp Inc",13.45,-0.06,-0.44%,13.48,13.62,13.32,106000,12/24/20
TBI,"Trueblue Inc",19.18,0,0.00%,19.16,19.43,19.06,79200,12/24/20
TBIO,"Translate Bio Inc",22.14,-2.01,-8.32%,24.08,24.15,22.01,546100,12/24/20
TBK,"Triumph Bancorp",48.34,-0.22,-0.45%,48.99,49.07,47.7,78200,12/24/20
TBNK,"Territorial Bancorp",24,-0.02,-0.08%,24.25,24.25,23.82,5400,12/24/20
TBPH,"Theravance Bio Ord",18.76,0.5,+2.74%,18.48,19.01,18.14,68200,12/24/20
TCBI,"Texas Capital Bncsh",59,-0.24,-0.41%,59.78,60.36,57.54,231400,12/24/20
TCBK,"Trico Bancshares",34.51,-0.22,-0.63%,35.04,35.04,34.3,18800,12/24/20
TCDA,"Tricida Inc",7.74,0.23,+3.06%,7.74,8.03,7.65,397600,12/24/20
TCFC,"The Community Fin Cp",26,-0.1,-0.38%,26,26,26,500,12/24/20
TCI,"Transcontinental Realty Investors",24.64,-0.86,-3.37%,25.5,25.5,24.64,500,12/24/20
TCMD,"Tactile Systems Technology Inc",41.64,-0.87,-2.05%,42.86,43.44,41.16,57000,12/24/20
TCRR,"Tcr2 Therapeutics Inc",30.68,0.31,+1.02%,30.57,31.68,30.25,255000,12/24/20
TCS,"The Container Store Group Inc",12.21,-0.61,-4.76%,12.9,12.95,11.93,886800,12/24/20
TCX,"Tucows Inc Cl A",72.86,-1.79,-2.40%,74.43,74.43,72.78,7500,12/24/20
TDW,"Tidewater Inc",8.71,-0.1,-1.14%,8.89,8.91,8.58,71600,12/24/20
TELA,"Tela Bio Inc",15.98,-0.15,-0.93%,16.38,16.6,15.95,6700,12/24/20
TELL,"Tellurian Inc",1.36,-0.02,-1.45%,1.38,1.38,1.33,2730100,12/24/20
TEN,"Tenneco Automotive",10.33,-0.15,-1.43%,10.59,10.59,10.16,242300,12/24/20
TENB,"Tenable Holdings Inc",54.68,-0.29,-0.53%,55.72,55.81,54.16,228200,12/24/20
TEX,"Terex Corp",35.85,0.1,+0.28%,36.13,36.13,35.38,201000,12/24/20
TG,"Tredegar Corp",16.04,-0.27,-1.66%,16.46,16.46,15.79,184500,12/24/20
TGH,"Textainer Group Holdings",19.08,-0.24,-1.24%,19.33,19.36,19,67600,12/24/20
TGI,"Triumph Group",12.4,-0.37,-2.90%,12.78,12.78,12.19,467100,12/24/20
TGNA,"Tegna Inc",13.35,-0.13,-0.96%,13.5,13.52,13.29,572100,12/24/20
TGTX,"Tg Therapeuticscmn",53.34,-0.89,-1.64%,54.38,55.15,53.27,543000,12/24/20
TH,"Target Hospitality Corp",1.61,0.01,+0.62%,1.6,1.62,1.575,41700,12/24/20
THC,"Tenet Healthcare Corp",40.11,-0.42,-1.04%,40.38,40.53,39.65,214100,12/24/20
THFF,"First Finl Corp [In]",39.1,-0.06,-0.15%,39,39.1,38.53,10900,12/24/20
THR,"Thermon Group Holdings Inc",15.6,0.06,+0.39%,15.68,15.74,15.21,51300,12/24/20
THRM,"Gentherm Inc",66.01,-0.49,-0.74%,66.51,66.86,65.21,51900,12/24/20
TIG,"Trean Insurance Group Inc",13.29,0.13,+0.99%,13.09,13.57,12.89,19400,12/24/20
TILE,"Interface Inc",9.76,0.1,+1.04%,9.82,9.91,9.55,332900,12/24/20
TIPT,"Tiptree Fncl Cl A",5,-0.03,-0.60%,5.02,5.04,4.97,49800,12/24/20
TISI,"Team Inc",11,0.01,+0.09%,11,11.25,10.82,39500,12/24/20
TITN,"Titan Machinery Inc",18.95,0.03,+0.16%,18.93,19.07,18.87,37000,12/24/20
TLYS,"Tilly's Inc",8.14,-0.11,-1.33%,8.23,8.3,8.1,52000,12/24/20
TMDX,"Transmedics Group Inc",18.77,-0.07,-0.37%,18.95,19,18.6,29700,12/24/20
TMHC,"Taylor Morrison Home Corp",27.25,0.65,+2.44%,26.56,27.29,26.17,336700,12/24/20
TMP,Tompkinstrustco,70.02,-0.18,-0.26%,69.93,70.57,69.08,12300,12/24/20
TMST,"Timken Steel Corp",4.82,-0.12,-2.43%,4.96,5,4.78,92800,12/24/20
